S.No.,HSCode,Commodity,2020-2021,%Share,2021-2022,%Share,%Growth
307,8013290,OTHER CASHEW KERNEL,0.04,0,0.07,0,78.99
308,8021100,ALMONDS FRSH OR DRIEDIN SHELL,867.64,0.22,882.4,0.1439,1.7
309,8021200,SHELLED ALMONDS FRSH OR DRIED,62.82,0.0159,107.99,0.0176,71.91
310,8022100,"HAZELNUTS IN SHELL,FRSH OR DRIED",0.01,0,0.02,0,103.26
311,8022200,"SHELLED HAZELNUTS, FRSH OR DRIED",1.4,0.0004,2.76,0.0004,96.88
312,8023100,WALNUTS FRSH OR DRIED IN SHELL,70.61,0.0179,52.52,0.0086,-25.61
313,8023200,SHELLED WALNUTS FRSH OR DRIED,19.77,0.005,11.15,0.0018,-43.62
314,8024100,IN SHELL,,,,,
315,8024200,SHELLED,0,0,0,0,92.86
316,8025100,IN SHELL,114.13,0.0289,108.81,0.0177,-4.66
317,8025200,SHELLED,59.6,0.0151,71.79,0.0117,20.46
318,8026100,IN SHELL,,,0,0,
319,8026200,SHELLED,0.06,0,0.07,0,11.59
320,8027000,KOLA NUTS (COLA SPP.),0.42,0.0001,,,
321,8028010,WHOLE,8.7,0.0022,13.63,0.0022,56.73
322,8028020,SPLIT,13.11,0.0033,11.06,0.0018,-15.64
323,8028030,GROUND,0.35,0.0001,,,
324,8028090,OTHER ARECA NUTS,46.25,0.0117,65.49,0.0107,41.6
325,8029000,*OTHER NUTS,1.6,0.0004,3.17,0.0005,98.46
326,8041010,DATES FRESH (EXCLUDING WET DATES),0.1,0,0.1,0,-1.2
327,8041020,DRY DATES SOFT (KHAYZUR OR WET DATES),185.45,0.047,191.14,0.0312,3.07
328,8041030,DRY DATES HARD (CHHOHARA OR KHAREK),51.14,0.013,37.7,0.0061,-26.28
329,8041090,OTHER DATES,0.2,0,0.07,0,-66.48
330,8042010,FIGS FRESH,0,0,,,
331,8042090,OTHER FIGS EXCLDNG FRSH,130.12,0.033,150.83,0.0246,15.92
332,8044000,AVOCADOS FRESH OR DRIED,1.77,0.0004,3.54,0.0006,100.25
333,8045010,GUAVAS FRESH OR DRIED,0.02,0,0.01,0,-31.96
334,8045021,ALPHONSO (HAPUS),0.04,0,,,
335,8045029,OTHER,0.02,0,0.31,0.0001,"1,174.29"
336,8045030,MANGOES SLICED DRIED,0.11,0,0.07,0,-34.75
337,8045040,MANGO PULP,0.04,0,0.14,0,292.05
338,8045090,OTHRS FRESH OR DRIED,0.11,0,0.17,0,53.23
339,8051000,ORANGES FRESH OR DRIED,34.53,0.0088,96.65,0.0158,179.9
340,8052100,MANDARINS (INCLUDING TANGERINES AND SATSUMAS),1.72,0.0004,5.84,0.001,239.29
341,8052200,CLEMENTINES,0.05,0,,,
342,8052900,OTHER WILKINGS AND SIMILAR CITRUS HYBRIDS,0,0,,,
343,8054000,GRAPEFRUIT AND POMELOS,0.13,0,0.3,0,127.52
344,8055000,LEMONS(CITRUS LIMON CITRUS LIMONUM) AND LIMES(CITRUS AURANTIFOLIA) FRSH OR DRIED,0.05,0,0.02,0,-62.57
345,8059000,OTHER CITRUS FRUITS FRESH OR DRIED,0,0,0.02,0,"8,450.00"
346,8061000,GRAPES FRESH,9.87,0.0025,11.48,0.0019,16.33
347,8062010,RAISINS,101.82,0.0258,99.94,0.0163,-1.84
348,8062090,SULTANAS AND OTHER DRIED GRAPES,0.11,0,0.05,0,-54.84
349,8071100,WATER MELONS,0.29,0.0001,0.63,0.0001,117.48
350,8071910,MUSK MELONS,0.11,0,0.08,0,-27.92
351,8071990,OTHER,0,0,0,0,-88.24
352,8081000,APPLES FRSH,239.59,0.0607,385.11,0.0628,60.73
353,8083000,PEARS,19.52,0.0049,26.65,0.0043,36.53
354,8091000,APRICOTS FRESH,0.83,0.0002,0.89,0.0001,7.13
355,8092100,SOUR CHERRIES (PRUNUS CERASUS),0.72,0.0002,0.05,0,-93.48
356,8092900,OTHER CHERRIES,3.37,0.0009,6.8,0.0011,101.6
357,8093000,PEACHES INCL NECTARINES FRESH,0.3,0.0001,0.31,0.0001,2.12
358,8094000,"PLUMS AND SLOES , FRESH",5.37,0.0014,4.46,0.0007,-16.96
359,8101000,STRAWBERRIES FRESH,0,0,0.21,0,"4,402.13"
360,8102000,"RASPBERIS,BLACKBRS,MULBRS AND LOGANBRS,FRSH",0.1,0,0.01,0,-87.05
361,8103000,"BLACK, WHITE OR RED CURRANTS AND GOOSEBERRIES",,,0.16,0,
362,8104000,"CRNBERY BILBERS AND OTHR OF GNUS VCINUM,FRSH",1.18,0.0003,2.55,0.0004,116.11
363,8105000,KIWI FRUIT,53.12,0.0135,70.96,0.0116,33.57
364,8106000,DURIANS,,,0.01,0,
365,8107000,PERSIMMONS,0.14,0,0.1,0,-26.13
366,8109010,POMEGRANATES FRESH,0.77,0.0002,1.22,0.0002,59.33
367,8109020,TAMARIND FRESH,3.33,0.0008,2.6,0.0004,-21.86
368,8109060,LICHI,0.01,0,0,0,-50.94
369,8109090,"OTHER FRUITS, FRSH",9.5,0.0024,18.67,0.003,96.5
370,8111010,"STRAWBERIS W/N COKD,FRZN,CONTNG ADED SUGR",,,0.02,0,
371,8111090,"OTHER STRAWBERS W/N COKD,FRZN",0.04,0,0.04,0,-1.31
372,8112020,"RASPBERS,BLACKBERS,MULBERS,LOGANBERS COOKED/UNCOOKED NT CONTAINING ADDED SUGAR",0.09,0,0.1,0,14.45
373,8112090,"OTHR RASPBERS,BLACKBERS,MULBERS,LOGANBERS COOKED/UNCOOKED",0.19,0,0.24,0,27.45
374,8119010,"OTHR FRUTS AND NUTS W/N COKD,FRZN CNTNG SUGR",0.21,0.0001,0.28,0,32.68
375,8119090,"OTHR FRUITS ANDNUTS W/N COKD,FRZN NOT CONTNG SUGR",0.78,0.0002,1.3,0.0002,67.47
376,8121000,CHERRIES PROVSNLY PRSVD,0.01,0,,,
377,8129010,MANGO SLICES IN BRINE,0.03,0,,,
378,8129090,OTHER FRUITS AND NUTS PROVSNLY PRESRVD,0,0,0.01,0,136.67
379,8131000,"APRICOTS, DRIED",10.53,0.0027,13.27,0.0022,26.05
380,8132000,PRUNES DRIED,1.4,0.0004,1.42,0.0002,1.07
381,8133000,APPLES DRIED,1.15,0.0003,1.36,0.0002,18.27
382,8134010,TAMARIND DRIED,0,0,0.07,0,"16,625.00"
383,8134090,OTHERS FRUIT DRIED (EXCLDNG TAMARIND AND SINGODA WHOLE,3.65,0.0009,4.43,0.0007,21.43
384,8135010,MIXTURES OF NUTS,,,0,0,
385,8135020,MIXTURES OF DRIED FRUIT,0.03,0,0,0,-93.54
386,8140000,"PEEL OF CITRS FRUIT/MELNS(INCL WTRMELNS), FRSH,FRZN,DRIED/PROVSNLY PRSVD IN BRINE, INSULPHUR WTR OR IN OTHR PRSVTV SOLN",0.03,0,0.05,0,62.75
387,9011111,COFFEE ARABICA PLANTATION`A`,0.25,0.0001,0.48,0.0001,92.03
388,9011119,COFFEE ARABICA PLANTATION OTHER GRADE,0.05,0,0.1,0,109.92
389,9011129,COFFEE ARABICA CHERRY OTHER GRADE,3.01,0.0008,5.61,0.0009,86.07
390,9011139,COFFEE ROB PARCHMENT OTHER GRADE,30.14,0.0076,25.58,0.0042,-15.11
391,9011141,COFFEE ROB CHERRY AB,,,0.08,0,
392,9011142,COFFEE ROB CHERRY PB,0.02,0,,,
393,9011143,COFFEE ROB CHERRY C,0.27,0.0001,,,
394,9011145,COFFEE ROB CHERRY BULK,0.46,0.0001,5.23,0.0009,"1,040.15"
395,9011149,COFFEE ROB CHERRY OTHER GRADE,8.11,0.0021,8.73,0.0014,7.75
396,9011190,"COFFEE OTHER,NEITHER ROASTED NOR DECAFFE- INATED",61.93,0.0157,83.2,0.0136,34.34
397,9011200,NOT ROASTED BUT DECAFFEINATED COFFEE,0.04,0,0.04,0,-3.42
398,9012190,OTHER ROASTED NOT DECAFFEINATED COFFEE,0.5,0.0001,0.47,0.0001,-4.75
399,9012290,OTHR ROASTED DECAFFEINATED COFFEE,0.04,0,1.61,0.0003,"4,360.56"
400,9019010,COFFEE HUSKS AND SKINS,,,,,
401,9019020,COFFEE SUBSTITUTES CONTAINING COFFEE,0.01,0,0,0,-90.14
402,9019090,"OTHER COFFEE, ROASTED",0,0,0,0,62.5
403,9021010,TEA GREEN IN PACKETS NT EXCDNG 25 GRAMS,0.01,0,0.07,0,407.59
404,9021020,GREN TEA IN PACKTS>25 GM BUT <=1 KG,0.03,0,0.03,0,-14.53
405,9021030,GREEN TEA IN PCKTS>1 KG BUT <=3 KG,0.16,0,0.22,0,41.39
406,9021090,OTHER GREEN TEA IN PCKETS NOT EXCLDNG 3KG,0.01,0,0.02,0,308.47
407,9022010,GREEN TEA IN PCKTS>3KG BUT<=20 KG,0.07,0,0.1,0,30.45
408,9022020,TEA GREN IN BULK,1.7,0.0004,2.07,0.0003,21.79
409,9022030,"TEA GREEN(BALL,BRICK,TABLET ETC)",,,0,0,
410,9022040,TEA GREEN WASTE,1.52,0.0004,1.23,0.0002,-19.14
411,9022090,OTHER GREEN TEA(NOT FERMENTED) NES,0.19,0,0.54,0.0001,179.52
412,9023010,BLACK TEA IN PACKTS NOT EXCDNG 25 GM,0.02,0,0.22,0,"1,221.56"
413,9023020,BLACK TEA IN PACKT>25 GM BUT<=1 KG,0.04,0,0.16,0,326.7
414,9023030,BLACK TEA IN PACKT>1 KG BUT<= 3 KG,0,0,0,0,"3,800.00"
415,9023090,OTHR BLACK TEA IN PCKTS OF CONTENT NOT EXCLDNG 3 KG,0.05,0,0.06,0,31.98
416,9024010,TEA BLACK IN PCKT>3KG BUT<= 20 KG,2.27,0.0006,3.13,0.0005,38.03
417,9024020,"TEA BLACK,LEAF IN BULK",19.69,0.005,17.72,0.0029,-10.03
418,9024030,"TEA BLACK,DUST IN BULK",17.19,0.0044,9.32,0.0015,-45.8
419,9024040,TEA BAGS,0.13,0,1.14,0.0002,754.46
420,9024050,"TEA BLACK (E.G BALL,BRICKS,TBLTS,ETC)",,,0.05,0,
421,9024060,TEA BLACK WASTE,,,0.52,0.0001,
422,9024090,OTHER BLACK TEA,32.48,0.0082,19.46,0.0032,-40.11
423,9030000,MATE,0,0,0.01,0,236.36
424,9041110,PEPPER LONG,4.09,0.001,5.83,0.001,42.5
425,9041120,LIGHT BLACK PEPPER,45.26,0.0115,95.25,0.0155,110.47
426,9041130,BLACK PEPPER GARBLED,22.92,0.0058,40.41,0.0066,76.29
427,9041140,BLACK PEPPER UNGARBLED,12.9,0.0033,4.64,0.0008,-63.99
428,9041150,DEHYDRATED GREEN PEPPER,0.03,0,0.02,0,-43.1
429,9041160,PEPPER PINHEADS,0.06,0,0.02,0,-70.4
430,9041180,FR0ZEN PEPPER,,,0.18,0,
431,9041190,OTHR PEPPER NTHR CRSHD NOR GRND,24.51,0.0062,44.75,0.0073,82.6
432,9041200,CRUSHED OR GROUND PEPPER,0.03,0,0.28,0,959.54
433,9042110,OF GENUS CAPSICUM,1.14,0.0003,1.26,0.0002,10.45
434,9042120,OF GENUS PIMENTA,0.41,0.0001,0.72,0.0001,75.67
435,9042211,CHILLY POWDER,0.4,0.0001,0.59,0.0001,46.25
436,9042219,CRUSHED OR GROUND; OTHER FRUITS OF GENUS CAPSICUM,3.4,0.0009,5.07,0.0008,49.17
437,9042221,POWDER,0.31,0.0001,0.05,0,-85.07
438,9042229,OTHER OF GENUS PIMENTA,0.11,0,0.01,0,-94.12
439,9052000,CRUSHED OR GROUND,0.01,0,0.03,0,455.93
440,9061110,CINNAMON BARK,2.8,0.0007,2.77,0.0005,-1.18
441,9061120,CINNAMON TREE FLOWERS,0.1,0,,,
442,9061190,OTHER CINNAMON,5.35,0.0014,4.02,0.0007,-24.88
443,9061910,CASSIA,106.1,0.0269,90.23,0.0147,-14.96
444,9061990,OTHER CASSIA,1.24,0.0003,1.71,0.0003,37.28
445,9062000,CINNAMON AND ITS TREE FLWRS CRSHD OR GRND,2.08,0.0005,2.27,0.0004,8.96
446,9071010,EXTRACTED,73.98,0.0188,91.94,0.015,24.28
447,9071020,NOT EXTRACTED (OTHER THAN STEM),39.97,0.0101,36.1,0.0059,-9.69
448,9071030,STEM,5.19,0.0013,2.75,0.0004,-46.95
449,9071090,"OTHER PARTS OF CLOVE, NEITHER CRUSHED NOR GROUND",14.31,0.0036,9.95,0.0016,-30.49
450,9072000,CRUSHED OR GROUND,0.1,0,0,0,-99.9
451,9081110,IN SHELL,0.69,0.0002,1.3,0.0002,88.32
452,9081120,SHELLED,2.79,0.0007,4.85,0.0008,73.85
453,9081200,CRUSHED OR GROUND,0.44,0.0001,1.48,0.0002,232.34
454,9082100,NEITHER CRUSHED NOR GROUND,26.24,0.0067,32.48,0.0053,23.77
455,9082200,CRUSHED OR GROUND,0.28,0.0001,0.13,0,-55.36
456,9083110,LARGE ( AMOMUM),53.98,0.0137,52.3,0.0085,-3.11
457,9083120,"SMALL (ELLETTARIA),ALLEPPEY GREEN",0.64,0.0002,0.59,0.0001,-7.56
458,9083140,"SMALL, BLEACHED,HALF BLEACHED OR BLEACHABLE",,,0.14,0,
459,9083150,"SMALL, MIXED",,,0.29,0,
460,9083190,OTHER CARDAMOM; NEITHER CRUSHED NOR GROUND,5.62,0.0014,3.4,0.0006,-39.6
461,9083210,POWDER,,,0.12,0,
462,9083220,SMALL CARDAMOM SEEDS,0.59,0.0001,0.03,0,-94.2
463,9083230,CARDAMOM HUSK,0,0,,,
464,9083290,OTHER CARDAMOM; CRUSHED OR GROUND,0.72,0.0002,0.01,0,-99.23
465,9092110,OF SEED QUALITY,2.83,0.0007,11.77,0.0019,315.39
466,9092190,OTHER SEEDS OF CORIANDER; NEITHER CRUSHED NOR GROUND,4.85,0.0012,6.26,0.001,29.03
467,9092200,CRUSHED OR GROUND CORIANDER,0.2,0.0001,0.24,0,19.34
468,9093119,OTHER SEEDS OF BLACK CUMMIN NEITHER CRUSHED NOR GROUND,0.92,0.0002,1.78,0.0003,94.58
469,9093121,OF SEED QUALITY,0.25,0.0001,0.02,0,-93.48
470,9093129,OTHER SEEDS OF CUMMIN EXCL. BLACK; NEITHER CRUSHED NOR GROUND,13.72,0.0035,8.09,0.0013,-41.03
471,9093200,CRUSHED OR GROUND,0.19,0,0.79,0.0001,317.6
472,9096111,OF SEED QUALITY,0,0,,,
473,9096119,OTHER SEEDS OF ANISE,25.36,0.0064,79.34,0.0129,212.81
474,9096121,OF SEED QUALITY,0.01,0,,,
475,9096129,OTHER SEEDS OF BADIAN,0.09,0,0.65,0.0001,587.92
476,9096131,OF SEED QUALITY,,,0,0,
477,9096139,OTHER SEEDS OF CARAWAY OR FENNEL,27.31,0.0069,25.16,0.0041,-7.88
478,9096149,OTHER SEEDS OF JUNIPER BERRY,0.36,0.0001,1.29,0.0002,260.03
479,9096210,ANISE,0.28,0.0001,0.11,0,-60.76
480,9096230,CARAWAY OR FENNEL,0.33,0.0001,0.17,0,-49.97
481,9096240,JUNIPER BERRIES,0.15,0,0.17,0,9.67
482,9101110,FRESH,1.89,0.0005,1.87,0.0003,-1.47
483,9101120,"DRIED, UNBLEACHED",5.81,0.0015,7.8,0.0013,34.15
484,9101130,"DRIED, BLEACHED",0.38,0.0001,0.13,0,-66.38
485,9101190,OTHER GINGER; NEITHER CRUSHED NOR GROUND,9.2,0.0023,6.2,0.001,-32.59
486,9101210,POWDER,0.1,0,0.13,0,31.91
487,9101290,OTHER GINGER; CRUSHED OR GROUND,1.28,0.0003,1.08,0.0002,-15.82
488,9102010,SAFFRON STIGMA,1.91,0.0005,2.37,0.0004,24.13
489,9102020,SAFFRON STAMEN,0.62,0.0002,,,
490,9102090,OTHER SAFFRON,21.45,0.0054,17.85,0.0029,-16.79
491,9103020,DRY,30.17,0.0076,32.19,0.0053,6.69
492,9103030,POWDER,0.08,0,0.32,0.0001,276.3
493,9103090,OTHER TURMERIC,0.47,0.0001,0.54,0.0001,13.71
494,9109100,MIXTRS OF TWO OR MORS PRODCTS OF DIFF HDG,2.79,0.0007,2.37,0.0004,-15.31
495,9109911,CELERY SEED,,,0.01,0,
496,9109912,FENUGREEK SEED,0.01,0,0.01,0,-2.99
497,9109913,DILL SEED,0.23,0.0001,0.04,0,-82.06
498,9109914,AJWAN SEED (BISHOP SEED),0.02,0,0.24,0,"1,364.85"
499,9109915,CASSIA T0REA SEED,0.81,0.0002,3.74,0.0006,362.73
500,9109919,OTHER SPICES N.E.S,0.02,0,0.28,0,"1,581.82"
501,9109921,CASSIA POWDER,,,0,0,
502,9109923,CELERY POWDER,0,0,0.04,0,"1,392.31"
503,9109924,FENUGREEK POWDER,,,0.09,0,
504,9109925,DILL POWDER,0.01,0,,,
505,9109927,MUSTARD POWDER,0,0,0,0,-75
506,9109929,OTHER POWDER OF OTHER SPICES N.E.S.,0.27,0.0001,0.72,0.0001,168.52
507,9109939,"SPICES HUSK/SPENT, N.E.S.,",0.06,0,0.18,0,186.54
508,9109990,"OTHER SPICES, NES",3.49,0.0009,3.95,0.0006,13
509,10011100,SEED,,,0,0,
510,10011900,DURUM WHEAT; OTHER,0,0,0,0,300
511,10019100,SEED,,,,,
512,10019910,WHEAT,0,0,0.02,0,"1,981.82"
513,10031000,SEED,0,0,0,0,0
514,10039000,OTHER BARLEY,18.07,0.0046,20.37,0.0033,12.73
515,10049000,OTHER OATS,15.02,0.0038,14.74,0.0024,-1.91
516,10051000,MAIZE SEED,0.38,0.0001,0.73,0.0001,93.87
517,10059011,YELLOW,2.09,0.0005,0,0,-99.81
518,10059019,OTHER,0.01,0,,,
519,10059030,POPCORN (ZEA MAYS VAR. EVERTA),8.45,0.0021,13.45,0.0022,59.16
520,10059090,OTHER,,,0,0,
521,10061010,RICE IN HUSK OF SEED QLTY,0,0,0.37,0.0001,"12,513.79"
522,10061090,OTHR RICE IN HUSK,,,,,
523,10062000,HUSKED (BROWN) RICE,0.51,0.0001,0.44,0.0001,-14.46
524,10063010,RICE PARBOILED,0.32,0.0001,3.14,0.0005,870.33
525,10063090,RICE EXCPTG PARBOILED (EXCL BASMATI RICE),2.44,0.0006,2.62,0.0004,7.29
526,10064000,BROKEN RICE,0.05,0,0.05,0,-5.6
527,10071000,SEED,0,0,0,0,50
528,10079000,OTHER GRAIN SORGHUM,0.09,0,0.02,0,-74.55
529,10081010,BUCK WHEAT OF SEED QTLY,0.01,0,,,
530,10081090,OTHER BUCK WHEAT,,,,,
531,10082910,JAWAR,,,0.01,0,
532,10082920,BAJRA,0.06,0,0.09,0,42.36
533,10082930,RAGI,,,0.04,0,
534,10083090,OTHER CANARY,0,0,,,
535,10085000,QUINOA(CHENOPODIUM QUINOA),0.19,0,0.05,0,-74.72
536,10089010,OTHER CEREALS OF SEED QLTY,,,0.03,0,
537,10089090,"OTHER CEREALS,OTHER THEN SEED QLTY",0.08,0,0.05,0,-41.83
538,11010000,WHEAT OR MESLIN FLOUR,1.1,0.0003,1.75,0.0003,58.78
539,11022000,MAIZE (CORN) FLOUR,0.09,0,0.07,0,-13.41
540,11029029,OTHER,,,0,0,
541,11029090,OTHER FLOUR OF HDG. 1102,0.03,0,0.02,0,-37.25
542,11031110,GROATS INCLUDING SEMOLINA,0.01,0,0.02,0,230.43
543,11031120,MEAL OF WHEAT,0.01,0,,,
544,11031300,GROATS AND MEAL OF MAIZE (CORN),0.13,0,0.07,0,-46.05
545,11031900,GROATS AND MEAL OF OTHR CEREALS,0,0,0.01,0,170.83
546,11041200,ROLLED/FLAKED GRAINS OF OATS,12.96,0.0033,13.27,0.0022,2.36
547,11042200,"HULLED,PEARLED,SLICED OR KIBBLED OATS",13.81,0.0035,14.52,0.0024,5.2
548,11042300,"HULLED,PEARLED,SLICD/KIBBLD MAIZE (CORN)",0.48,0.0001,0.02,0,-95.19
549,11042900,"HULLED,PEARLED,SLICD/KIBBLD OTHR CEREALS",,,0,0,
550,11043000,GERM OF CERLS WHOLE ROLLD FLAKED OR GROUND,0.51,0.0001,0.57,0.0001,10.11
551,11051000,FLOUR AND MEAL OF POTATOES,0.04,0,0,0,-98.89
552,11052000,FLAKES OF POTATOES,1.55,0.0004,0.5,0.0001,-67.38
553,11061010,GUAR MEAL,0.03,0,,,
554,11061090,OTHERS,0.21,0.0001,0.07,0,-65.33
555,11062010,FLOUR AND MEAL OF SAGO,0.01,0,,,
556,11062020,FLOUR AND MEAL OF MANIOC (TAPIOCA),,,0,0,
557,11063090,"FLOUR,MEAL AND POWDER OF OTHR FRUITS FALLING UNDER THE CHAPTER 8 N.E.S.",2.76,0.0007,8.5,0.0014,207.9
558,11071000,MALT NOT ROASTED,0.57,0.0001,3.87,0.0006,578.76
559,11072000,MALT ROASTED,1.63,0.0004,1.16,0.0002,-28.94
560,11081100,STARCH OF WHEAT,0.73,0.0002,0.89,0.0001,21.84
561,11081200,STARCH OF MAIZE (CORN),4.73,0.0012,4.66,0.0008,-1.49
562,11081300,STARCH OF POTATO,3.19,0.0008,1.95,0.0003,-38.9
563,11081400,STARCH OF MANIOC(CASSAVA),2.91,0.0007,0.04,0,-98.7
564,11081910,SAG0 STARCH (0THER THAN SAG0 FL0UR),0.03,0,0.01,0,-61.51
565,11081990,0THER STARCHES,0.07,0,0.11,0,54.23
566,11082000,INULIN,1.4,0.0004,3.16,0.0005,126.14
567,11090000,"WHEAT GLUTEN , W/N DRIED",17.49,0.0044,21.25,0.0035,21.46
568,12011000,SEED,6.42,0.0016,0.23,0,-96.37
569,12019000,OTHER SOYA BEANS,260.02,0.0659,554.94,0.0905,113.42
570,12024190,OTHER GROUNDNUT IN SHELL,0,0,0,0,100
571,12024210,"KERNELS, H.P.S",1.06,0.0003,1.22,0.0002,14.86
572,12024220,"KERNELS, OTHER",,,0.04,0,
573,12024290,OTHER,,,0.01,0,
574,12030000,COPRA,12.93,0.0033,10.69,0.0017,-17.36
575,12040010,LINSEED W/N BROKEN OF SEED QLTY,,,0.07,0,
576,12040090,OTHER LINSEED W/N BROKEN,0.16,0,0.01,0,-90.81
577,12051000,LOW ERVUCACID RAPE OR COLZA SEEDS,0.01,0,0,0,-99.22
578,12059000,OTHER RAPE/COLZA SEEDS W/N BROKEN,,,0,0,
579,12060010,SUNFLOWER SEEDS W/N BROKEN OF SEED QLTY,0.94,0.0002,0.79,0.0001,-15.67
580,12060090,OTHER SUNFLOWER SEEDS W/N BROKEN,0.91,0.0002,1.7,0.0003,87.92
581,12071010,PALM NUTS,0.25,0.0001,6.84,0.0011,"2,627.19"
582,12072900,OTHER COTTON SEEDS,0.07,0,0,0,-99.86
583,12073010,OF SEED QUALITY,,,,,
584,12073090,OTHER CASTOR OIL SEEDS,,,0,0,
585,12074010,SESAMUM SEED W/N BROKEN OF SEED QLTY,,,0.27,0,
586,12074090,OTHER SESAMUM SEEDS W/N BROKEN,121.93,0.0309,29.19,0.0048,-76.06
587,12075010,MUSTARD SEEDS W/N BROKEN OF SEED QLTY,,,0,0,
588,12075090,OTHER MUSTARD SEEDS W/N BROKEN,0.2,0.0001,0,0,-97.86
589,12076010,OF SEED QUALITY,0.01,0,,,
590,12076090,OTHER SAFFLOWER,0.06,0,,,
591,12077010,OF SEED QUALITY,0.35,0.0001,0.51,0.0001,43.8
592,12077090,OTHER MELON SEEDS,56.25,0.0143,15.16,0.0025,-73.04
593,12079100,POPPY SEEDS W/N BROKEN,1.73,0.0004,,,
594,12079930,NIGER SEED W/N BROKEN,5.47,0.0014,5.45,0.0009,-0.25
595,12079940,KOKUM/THE DRIED PERICRAP OF THE FRUITS OFGARCINIA INDICA,1.05,0.0003,,,
596,12079990,OTHER OIL SEEDS AND OLEGINOUS FRUITS W/N BROKEN,21.06,0.0053,19.8,0.0032,-5.99
597,12081000,FLOURS AND MEALS OF SOYA BEANS,0.15,0,0.1,0,-35.23
598,12089000,OTHER FLOURS AND MEALS,0,0,0.01,0,552.63
599,12091000,SUGAR BEET SEED OF A KIND USED FOR SOWING,0.25,0.0001,0.67,0.0001,171.35
600,12092200,CLOVR (TRIFLIUM SPP) SEED OF FORAGE PLANTS,13.51,0.0034,10.4,0.0017,-23.03
601,12092300,FESCUE SEED OF FORAGE PLANTS,0.8,0.0002,0.01,0,-99.16
602,12092500,RYE GRASS SEED OF FORAGE PLANTS,1.06,0.0003,1.52,0.0002,43.55
603,12092910,AUSTRALIAN LUPIN SEEDS,,,0.01,0,
604,12092990,OTHER SEED OF FORAGE PLANTS,0.57,0.0001,1.92,0.0003,238.28
605,12093000,SEEDS OF HERBACEUS PLNTS CULTVTD FOR FLWRS,11.97,0.003,12.62,0.0021,5.43
606,12099110,CABBAGE SEEDS USED FOR SOWING,10.18,0.0026,8.74,0.0014,-14.11
607,12099120,CAULIFLOWER SEEDS USED FOR SOWING,13.64,0.0035,21.63,0.0035,58.55
608,12099130,ONION SEEDS USED FOR SOWING,1.04,0.0003,1.58,0.0003,52.36
609,12099140,PEA SEEDS USED FOR SOWING,2.67,0.0007,2.46,0.0004,-7.7
610,12099150,RADISH SEEDS USED FOR SOWING,1.9,0.0005,2.84,0.0005,49.97
611,12099160,TOMATO SEEDS,1.67,0.0004,1.67,0.0003,0.23
612,12099170,CHILLY SEEDS,3.29,0.0008,5.43,0.0009,64.88
613,12099190,VEGETABLE SEEDS FOR PLANTING N.E.S.,66.52,0.0169,53.79,0.0088,-19.14
614,12099910,FRUIT SEEDS FOR PLANTING OR SOWINGS,13.48,0.0034,13.85,0.0023,2.68
615,12099990,OTHER SEEDS ETC FOR PLANTING N.E.S,0.4,0.0001,0.91,0.0001,126.17
616,12102000,HOP CONS FRSH/DRID GRND PWDRD/PELETS LUPLN,3.93,0.001,5.49,0.0009,39.68
617,12112000,GINSNG ROOTS FRSH/DRID W/N CUT CRSHD/PWDRD,0.03,0,0.05,0,65.64
618,12119011,AMBRETTE SEEDS(MUST GRAINS OF VGTBL KNGDM),0.12,0,0.01,0,-88.98
619,12119013,PSYLLIUM SEED (ISOBGUL),,,0.04,0,
620,12119014,NEEM SEED,0,0,0.02,0,"1,314.29"
621,12119019,"OTHER SEEDS FRSH/DRID W/N CUT CRSHD/ PWDRDUSD IN PERFMRY,PHARM ETC/",0.9,0.0002,0.52,0.0001,-42.1
622,12119021,BELADONA LEAVES,0.02,0,0.03,0,63.64
623,12119022,SENNA LEAVES AND PADS,0.08,0,0.2,0,137.35
624,12119023,NEEM LEAVES/P0WDER,,,0,0,
625,12119024,"GYMNEMA POWDER,",,,0.02,0,
626,12119025,CUBEB POWDER,0.85,0.0002,1.55,0.0003,82.09
627,12119026,PYRETHRUM,0.24,0.0001,0.02,0,-92.93
628,12119029,"OTHER LEVS,PWDR,FLURS AND PODS FRSH/DRD W/N CUT CRSHD/PWDRD",38.4,0.0097,33.68,0.0055,-12.29
629,12119032,PSYLLIUM HUSK (ISOBGUL HUSK),0.9,0.0002,2.86,0.0005,217.62
630,12119033,CAMBODGE FRUIT RIND/THE DRIED PERICAP OF THE FRUITS OF GARCINIA CAMBOGIA,0.02,0,0.02,0,33.54
631,12119039,"OTHR BARK, HUSK AND RIND FRESH/DRIED W/N CUT CRSHD/POWDERED",10.32,0.0026,13.38,0.0022,29.67
632,12119042,GALANGAL RHIZOMES AND RTS INCL. GREATER GALANGA,1.31,0.0003,1.52,0.0002,16.13
633,12119043,IPECAC DRIED RHIZOME AND ROOTS,0.07,0,0.07,0,0
634,12119045,ZEDOVARY ROOTS,0.47,0.0001,0.76,0.0001,61.24
635,12119046,KUTH ROOT,0.05,0,0.18,0,278.32
636,12119047,SARSAPARILLA,0.17,0,0.08,0,-56.05
637,12119049,OTHER ROOTS AND RHIZOMES FRSH/DRD W/N CUT CRSHD/PWDRD,15.99,0.0041,15.64,0.0026,-2.17
638,12119050,SANDAL WOOD CHIPS AND DUST,1.66,0.0004,5.05,0.0008,204.85
